nation,date,Region,Total Population,GDP/Person (PPP$),Life Expectancy (y),Log(Total Population),Log(GDP/Person [PPP$])
Suriname,1830,America,,,,,
Suriname,1840,America,,,,,
Suriname,1850,America,,,,,
Suriname,1860,America,,,,,
Suriname,1870,America,,,,,
Suriname,1880,America,,,,,
Suriname,1890,America,,,,,
Suriname,1900,America,,,,,
Suriname,1910,America,,,,,
Suriname,1920,America,,,,,
Suriname,1930,America,,,,,
Suriname,1940,America,,,,,
Suriname,1950,America,"214,999",3201.442822,54.663,5.33243644,3.50534575
Suriname,1960,America,"290,000",,59.66,5.462397998,
Suriname,1970,America,"372,297",4958.818153,63.268,5.570889537,3.695378182
Suriname,1980,America,"365,749",6045.943926,65.862,5.563183147,3.781464115
Suriname,1990,America,"406,890",5863.392028,67.393,5.609477016,3.768148932
Suriname,2000,America,"466,846",5677.291874,67.851,5.669173642,3.754141222
Suriname,2010,America,"524,636",8431.137039,70.309,5.719858088,3.925886148
Venezuela,1800,America,"718,000",442.0212955,32.2,5.856124444,2.645443193
Venezuela,1810,America,,,,,
Venezuela,1820,America,"718,000",442.0212955,,5.856124444,2.645443193
Venezuela,1830,America,,,,,
Venezuela,1840,America,,,,,
Venezuela,1850,America,"1,324,000",,,6.121887985,
Venezuela,1860,America,,,,,
Venezuela,1870,America,"1,653,000",547.4827844,,6.218272854,2.738370467
Venezuela,1880,America,"1,952,000",,,6.290479813,
Venezuela,1890,America,"2,224,000",919.4698815,,6.347134783,2.963537508
Venezuela,1900,America,"2,542,000",789.7583879,,6.405175546,2.897494247
Venezuela,1910,America,"2,805,000",851.8128869,,6.447932866,2.930344206
Venezuela,1920,America,"2,992,000",1129.916345,,6.475961589,3.053046291
Venezuela,1930,America,"3,300,000",3257.565701,,6.51851394,3.512893184
Venezuela,1940,America,"3,784,000",3733.694548,,6.577951128,3.572138786
Venezuela,1950,America,"5,093,708",7375.069651,54.046,6.707034045,3.867766126
Venezuela,1960,America,"7,562,108",8714.110368,59.517,6.878642876,3.940223056
Venezuela,1970,America,"10,680,678",10325.6696,64.949,7.028598822,4.013918224
Venezuela,1980,America,"15,036,273",12124.53638,68.166,7.177140202,4.083665141
Venezuela,1990,America,"19,685,177",9701.14394,71.085,7.294139324,3.986822948
Venezuela,2000,America,"24,348,304",9434.237476,72.432,7.386468715,3.974706804
Venezuela,2010,America,"28,979,857",10956.60355,74.159,7.462096238,4.039675948
Israel,1800,Middle East & North Africa,"209,954",882.536501,31,5.322124153,2.945732677
Israel,1810,Middle East & North Africa,,,,,
Israel,1820,Middle East & North Africa,,886.7108382,,,2.947782017
Israel,1830,Middle East & North Africa,,,,,
Israel,1840,Middle East & North Africa,,,,,
Israel,1850,Middle East & North Africa,"209,954",,,5.322124153,
Israel,1860,Middle East & North Africa,"227,862",,,5.357671905,
Israel,1870,Middle East & North Africa,,,,,
Israel,1880,Middle East & North Africa,"282,159",,,5.450493907,
Israel,1890,Middle East & North Africa,"318,717",,,5.503405229,
Israel,1900,Middle East & North Africa,"362,220",,31,5.558972426,
Israel,1910,Middle East & North Africa,"415,745",,,5.618827035,
Israel,1920,Middle East & North Africa,,,,,
Israel,1930,Middle East & North Africa,,,31,,
Israel,1940,Middle East & North Africa,"889,866",,,5.949324614,
Israel,1950,Middle East & North Africa,"1,257,970",3800.925233,64.172,6.099670284,3.579889327
Israel,1960,Middle East & North Africa,"2,089,963",6291.246207,68.703,6.320138598,3.798736682
Israel,1970,Middle East & North Africa,"2,849,534",10928.84292,71.185,6.454773843,4.038574184
Israel,1980,Middle East & North Africa,"3,745,797",14819.25527,73.774,6.573544237,4.170826379
Israel,1990,Middle East & North Africa,"4,499,949",17495.14868,77.08,6.653207592,4.242917638
Israel,2000,Middle East & North Africa,"6,014,953",22834.92834,78.75,6.779232238,4.358599653
Israel,2010,Middle East & North Africa,"7,418,400",26459.26565,81.295,6.870310247,4.422577787
Central African Rep.,1800,Sub-Saharan Africa,"479,444",345.8381243,30,5.680737888,2.538872867
Central African Rep.,1810,Sub-Saharan Africa,,,,,
Central African Rep.,1820,Sub-Saharan Africa,"479,444",345.8381243,,5.680737888,2.538872867
Central African Rep.,1830,Sub-Saharan Africa,,,,,
Central African Rep.,1840,Sub-Saharan Africa,,,,,
Central African Rep.,1850,Sub-Saharan Africa,,,,,
Central African Rep.,1860,Sub-Saharan Africa,,,,,
Central African Rep.,1870,Sub-Saharan Africa,,,,,
Central African Rep.,1880,Sub-Saharan Africa,,,,,
Central African Rep.,1890,Sub-Saharan Africa,,,,,
Central African Rep.,1900,Sub-Saharan Africa,,,,,
Central African Rep.,1910,Sub-Saharan Africa,,,,,
Central African Rep.,1920,Sub-Saharan Africa,,,,,
Central African Rep.,1930,Sub-Saharan Africa,,,,,
Central African Rep.,1940,Sub-Saharan Africa,,,,,
Central African Rep.,1950,Sub-Saharan Africa,"1,326,653",1021.785751,32.61,6.122757343,3.009359842
Central African Rep.,1960,Sub-Saharan Africa,"1,503,509",1225.463418,36.489,6.177106032,3.088300351
Central African Rep.,1970,Sub-Saharan Africa,"1,828,709",1179.308104,41.948,6.262144602,3.071627283
Central African Rep.,1980,Sub-Saharan Africa,"2,273,630",975.6847781,48.726,6.356719791,2.98930953
Central African Rep.,1990,Sub-Saharan Africa,"2,934,777",851.2086134,46.051,6.467575107,2.93003601
Central African Rep.,2000,Sub-Saharan Africa,"3,701,607",762.1807688,43.727,6.568390308,2.882057987
Central African Rep.,2010,Sub-Saharan Africa,"4,401,051",701.6569599,48.139,6.643556401,2.846124837
Iceland,1800,Europe & Central Asia,"61,428",801.8966176,32.4,4.788366376,2.904118382
Iceland,1810,Europe & Central Asia,,,,,
Iceland,1820,Europe & Central Asia,"61,428",828.9349843,,4.788366376,2.918520469
Iceland,1830,Europe & Central Asia,,,,,
Iceland,1840,Europe & Central Asia,,,31.97,,
Iceland,1850,Europe & Central Asia,,,36.61,,
Iceland,1860,Europe & Central Asia,,,19.76,,
Iceland,1870,Europe & Central Asia,,1416.208753,38.37,,3.151127274
Iceland,1880,Europe & Central Asia,,1799.252886,42.32,,3.255092208
Iceland,1890,Europe & Central Asia,,1773.614256,36.58,,3.248859171
Iceland,1900,Europe & Central Asia,,2073.920303,46.64,,3.316792063
Iceland,1910,Europe & Central Asia,,2651.741014,52.67,,3.423531106
Iceland,1920,Europe & Central Asia,,2210.36965,54.58,,3.344464909
Iceland,1930,Europe & Central Asia,,3926.260514,60.23,,3.593979112
Iceland,1940,Europe & Central Asia,,4773.725629,65.79,,3.678857454
Iceland,1950,Europe & Central Asia,"142,998",7750.291535,71.01,5.155329963,3.889318039
Iceland,1960,Europe & Central Asia,"175,998",9890.0665,74.09,5.245507733,3.995199212
Iceland,1970,Europe & Central Asia,"204,101",13532.83678,73.81,5.309845133,4.131388844
Iceland,1980,Europe & Central Asia,"228,160",22434.85748,76.66,5.358239508,4.350923315
Iceland,1990,Europe & Central Asia,"254,793",26372.87842,77.98,5.406187492,4.421157533
Iceland,2000,Europe & Central Asia,"281,210",31092.02544,79.72,5.44903076,4.492649014
Iceland,2010,Europe & Central Asia,"320,136",33316.46521,81.707,5.505334514,4.522658918
Czechoslovakia,1800,Europe & Central Asia,"7,007,842",,,6.845584302,
Czechoslovakia,1810,Europe & Central Asia,,,,,
Czechoslovakia,1820,Europe & Central Asia,"7,657,000",,,6.884058647,
Czechoslovakia,1830,Europe & Central Asia,,,,,
Czechoslovakia,1840,Europe & Central Asia,,,,,
Czechoslovakia,1850,Europe & Central Asia,"9,250,000",,,6.966141733,
Czechoslovakia,1860,Europe & Central Asia,,,,,
Czechoslovakia,1870,Europe & Central Asia,"10,155,000",,,7.006679928,
Czechoslovakia,1880,Europe & Central Asia,,,,,
Czechoslovakia,1890,Europe & Central Asia,"11,253,000",,,7.051268319,
Czechoslovakia,1900,Europe & Central Asia,"12,142,000",,,7.084290229,
Czechoslovakia,1910,Europe & Central Asia,"12,984,000",,,7.113408507,
Czechoslovakia,1920,Europe & Central Asia,"12,979,000",,,7.113241232,
Czechoslovakia,1930,Europe & Central Asia,"13,964,000",,,7.14500984,
Czechoslovakia,1940,Europe & Central Asia,"14,713,000",,,7.167701235,
Czechoslovakia,1950,Europe & Central Asia,"12,388,568",,,7.093021109,
Czechoslovakia,1960,Europe & Central Asia,"13,654,088",,,7.135262698,
Czechoslovakia,1970,Europe & Central Asia,"14,319,099",,,7.155915692,
Czechoslovakia,1980,Europe & Central Asia,"15,254,684",,,7.183403216,
Czechoslovakia,1990,Europe & Central Asia,"15,572,130",,,7.192348021,
Czechoslovakia,2000,Europe & Central Asia,"15,670,448",,,7.195081413,
Czechoslovakia,2010,Europe & Central Asia,,,,,
East Germany,1800,Europe & Central Asia,"5,773,904",,,6.761469559,
East Germany,1810,Europe & Central Asia,,,,,
East Germany,1820,Europe & Central Asia,"5,773,904",,,6.761469559,
East Germany,1830,Europe & Central Asia,,,,,
East Germany,1840,Europe & Central Asia,,,,,
East Germany,1850,Europe & Central Asia,,,,,
East Germany,1860,Europe & Central Asia,,,,,
East Germany,1870,Europe & Central Asia,"9,095,203",,,6.958812397,
East Germany,1880,Europe & Central Asia,,,,,
East Germany,1890,Europe & Central Asia,,,,,
East Germany,1900,Europe & Central Asia,,,,,
East Germany,1910,Europe & Central Asia,,,,,
East Germany,1920,Europe & Central Asia,,,,,
East Germany,1930,Europe & Central Asia,,,,,
East Germany,1940,Europe & Central Asia,,,,,
East Germany,1950,Europe & Central Asia,"18,388,000",,,7.264534495,
East Germany,1960,Europe & Central Asia,,,,,
East Germany,1970,Europe & Central Asia,,,,,
East Germany,1980,Europe & Central Asia,,,,,
East Germany,1990,Europe & Central Asia,"16,111,000",,,7.207122498,
East Germany,2000,Europe & Central Asia,,,,,
East Germany,2010,Europe & Central Asia,,,,,
Austria,1800,Europe & Central Asia,"3,205,587",1434.507479,34.4,6.505907568,3.156702817
Austria,1810,Europe & Central Asia,,1491.1429,,,3.173519265
Austria,1820,Europe & Central Asia,"3,369,000",1550.01433,,6.527501011,3.190335713
Austria,1830,Europe & Central Asia,"3,538,000",1818.56382,,6.548757829,3.259728547
Austria,1840,Europe & Central Asia,"3,716,000",2012.622762,,6.570075705,3.30376238
Austria,1850,Europe & Central Asia,"3,950,000",2241.275245,,6.596597096,3.350495194
Austria,1860,Europe & Central Asia,"4,235,000",2466.975389,,6.626853415,3.392164817
Austria,1870,Europe & Central Asia,"4,520,000",2641.698891,34.4,6.655138435,3.421883314
Austria,1880,Europe & Central Asia,"4,941,000",3013.102245,,6.693814854,3.479013869
Austria,1890,Europe & Central Asia,"5,394,000",3619.155957,,6.731910942,3.558607298
Austria,1900,Europe & Central Asia,"5,973,000",4362.272408,,6.776192515,3.639712782
Austria,1910,Europe & Central Asia,"6,614,000",5090.029917,,6.820464191,3.706720335
Austria,1920,Europe & Central Asia,"6,455,000",3731.71426,,6.809896247,3.571908382
Austria,1930,Europe & Central Asia,"6,684,000",5546.908525,,6.825036441,3.744051004
Austria,1940,Europe & Central Asia,"6,705,000",6124.691158,,6.826398782,3.787084194
Austria,1950,Europe & Central Asia,"6,936,445",5733.098114,64.88,6.841136947,3.758389374
Austria,1960,Europe & Central Asia,"7,042,634",10083.83005,68.78,6.847735119,4.003625518
Austria,1970,Europe & Central Asia,"7,465,908",15078.76996,70.11,6.873082634,4.178365916
Austria,1980,Europe & Central Asia,"7,548,798",21284.70833,72.7,6.877877804,4.328067703
Austria,1990,Europe & Central Asia,"7,670,513",26134.99521,75.77,6.88482441,4.417222425
Austria,2000,Europe & Central Asia,"8,004,712",32008.50466,78.33,6.903345711,4.505265386
Austria,2010,Europe & Central Asia,"8,393,644",35816.33659,80.595,6.923950546,4.554081163
Papua New Guinea,1800,East Asia & Pacific,"754,894",573.2856674,31.5,5.877885974,2.758371084
Papua New Guinea,1810,East Asia & Pacific,,,,,
Papua New Guinea,1820,East Asia & Pacific,"754,894",573.2856674,,5.877885974,2.758371084
Papua New Guinea,1830,East Asia & Pacific,,,,,
Papua New Guinea,1840,East Asia & Pacific,,,,,
Papua New Guinea,1850,East Asia & Pacific,,,,,
Papua New Guinea,1860,East Asia & Pacific,,,,,
Papua New Guinea,1870,East Asia & Pacific,,,,,
Papua New Guinea,1880,East Asia & Pacific,,,,,
Papua New Guinea,1890,East Asia & Pacific,,,,,
Papua New Guinea,1900,East Asia & Pacific,,,,,
Papua New Guinea,1910,East Asia & Pacific,,,,,
Papua New Guinea,1920,East Asia & Pacific,,,,,
Papua New Guinea,1930,East Asia & Pacific,,,,,
Papua New Guinea,1940,East Asia & Pacific,,,,,
Papua New Guinea,1950,East Asia & Pacific,"1,708,192",969.6203832,33.682,6.232536684,2.986601737
Papua New Guinea,1960,East Asia & Pacific,"1,966,961",1120.042611,38.425,6.293795749,3.049234545
Papua New Guinea,1970,East Asia & Pacific,"2,434,698",1771.099345,46.011,6.386445099,3.248242922
Papua New Guinea,1980,East Asia & Pacific,"3,215,339",1809.70519,52.765,6.507226768,3.257607832
Papua New Guinea,1990,East Asia & Pacific,"4,157,654",1588.261601,55.574,6.618848345,3.200922036
Papua New Guinea,2000,East Asia & Pacific,"5,378,824",1821.678261,58.749,6.730687334,3.260471676
Papua New Guinea,2010,East Asia & Pacific,"6,858,266",2073.925052,61.994,6.836214325,3.316793058
Cote d'Ivoire,1800,Sub-Saharan Africa,"1,088,530",549.1860721,31.156,6.036840403,2.739719515
Cote d'Ivoire,1810,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1820,Sub-Saharan Africa,"1,088,530",549.1860721,,6.036840403,2.739719515
Cote d'Ivoire,1830,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1840,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1850,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1860,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1870,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1880,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1890,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1900,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1910,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1920,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1930,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1940,Sub-Saharan Africa,,,,,
Cote d'Ivoire,1950,Sub-Saharan Africa,"2,630,132",1344.432156,31.156,6.419977545,3.128538891
Cote d'Ivoire,1960,Sub-Saharan Africa,"3,638,385",1622.673089,36.865,6.560908653,3.210231034
Cote d'Ivoire,1970,Sub-Saharan Africa,"5,416,416",2367.242927,43.692,6.733712012,3.374242828
Cote d'Ivoire,1980,Sub-Saharan Africa,"8,500,985",2704.733935,50.61,6.92946925,3.43212455
Cote d'Ivoire,1990,Sub-Saharan Africa,"12,517,730",1760.417846,52.483,7.09752558,3.245615763
Cote d'Ivoire,2000,Sub-Saharan Africa,"16,581,653",1746.312658,46.429,7.219627823,3.242122002
Cote d'Ivoire,2010,Sub-Saharan Africa,"19,737,800",1512.080876,49.642,7.295298744,3.179575021
Zimbabwe,1800,Sub-Saharan Africa,"1,085,814",372.8183375,33.7,6.035755437,2.571497265
Zimbabwe,1810,Sub-Saharan Africa,,,,,
Zimbabwe,1820,Sub-Saharan Africa,"1,085,814",372.8183375,,6.035755437,2.571497265
Zimbabwe,1830,Sub-Saharan Africa,,,,,
Zimbabwe,1840,Sub-Saharan Africa,,,,,
Zimbabwe,1850,Sub-Saharan Africa,,,,,
Zimbabwe,1860,Sub-Saharan Africa,,,,,
Zimbabwe,1870,Sub-Saharan Africa,,,,,
Zimbabwe,1880,Sub-Saharan Africa,,,,,
Zimbabwe,1890,Sub-Saharan Africa,,,,,
Zimbabwe,1900,Sub-Saharan Africa,,,,,
Zimbabwe,1910,Sub-Saharan Africa,,,,,
Zimbabwe,1920,Sub-Saharan Africa,,,,,
Zimbabwe,1930,Sub-Saharan Africa,,,,,
Zimbabwe,1940,Sub-Saharan Africa,,,33.7,,
Zimbabwe,1950,Sub-Saharan Africa,"2,746,854",393.695429,47.691,6.438835577,2.595160372
Zimbabwe,1960,Sub-Saharan Africa,"3,752,373",526.7790774,51.565,6.574306002,2.721628517
Zimbabwe,1970,Sub-Saharan Africa,"5,206,229",720.2585284,54.918,6.716523267,2.857488409
Zimbabwe,1980,Sub-Saharan Africa,"7,289,463",727.5454398,59.406,6.862695536,2.861860123
Zimbabwe,1990,Sub-Saharan Africa,"10,469,202",761.5025791,59.157,7.019913579,2.881671379
Zimbabwe,2000,Sub-Saharan Africa,"12,509,477",745.7689741,43.976,7.097239153,2.872604312
Zimbabwe,2010,Sub-Saharan Africa,"12,571,454",479.8247801,53.684,7.099385511,2.681082673
Germany,1800,Europe & Central Asia,"22,886,919",1695.67505,38.37,7.359587333,3.22934263
Germany,1810,Europe & Central Asia,,1816.414398,,,3.259214936
Germany,1820,Europe & Central Asia,"24,905,000",1945.750906,,7.396286546,3.289087241
Germany,1830,Europe & Central Asia,"28,045,000",2084.296729,,7.447855444,3.318959547
Germany,1840,Europe & Central Asia,"31,126,000",2160.913403,,7.493123313,3.334637363
Germany,1850,Europe & Central Asia,"33,746,000",2240.346429,,7.528222302,3.350315179
Germany,1860,Europe & Central Asia,"36,049,000",2572.489308,,7.556893222,3.410353578
Germany,1870,Europe & Central Asia,"39,231,000",2885.952764,,7.593629378,3.460289218
Germany,1880,Europe & Central Asia,"43,500,000",3124.98992,,7.638489257,3.494848621
Germany,1890,Europe & Central Asia,"47,607,000",3809.808616,,7.677670815,3.58090316
Germany,1900,Europe & Central Asia,"54,388,000",4683.79659,,7.735503089,3.670598026
Germany,1910,Europe & Central Asia,"62,884,000",5253.254897,,7.798540159,3.720428474
Germany,1920,Europe & Central Asia,"60,894,000",4386.953857,,7.784574503,3.642163066
Germany,1930,Europe & Central Asia,"65,084,000",6235.142123,,7.813474236,3.794846357
Germany,1940,Europe & Central Asia,"69,835,000",8477.815572,62.2597385,7.844073137,3.928283965
Germany,1950,Europe & Central Asia,"68,376,002",6090.034207,66.776,7.834903704,3.784619732
Germany,1960,Europe & Central Asia,"72,814,899",12091.34193,69.787,7.862220251,4.082474503
Germany,1970,Europe & Central Asia,"78,169,287",17009.19436,70.826,7.893036151,4.230683744
Germany,1980,Europe & Central Asia,"78,288,577",22148.26769,73.18,7.893698399,4.345339764
Germany,1990,Europe & Central Asia,"79,098,094",24996.14315,75.39,7.898166019,4.397873003
Germany,2000,Europe & Central Asia,"82,349,027",29726.87876,78.21,7.915658472,4.473149312
Germany,2010,Europe & Central Asia,"82,302,465",32886.85849,80.234,7.915412843,4.51702239
Gambia,1800,Sub-Saharan Africa,"103,274",440.8610476,28.8,5.013990998,2.644301728
Gambia,1810,Sub-Saharan Africa,,,,,
Gambia,1820,Sub-Saharan Africa,"103,274",440.8610476,,5.013990998,2.644301728
Gambia,1830,Sub-Saharan Africa,,,,,
Gambia,1840,Sub-Saharan Africa,,,,,
Gambia,1850,Sub-Saharan Africa,,,,,
Gambia,1860,Sub-Saharan Africa,,,,,
Gambia,1870,Sub-Saharan Africa,,,,,
Gambia,1880,Sub-Saharan Africa,,,,,
Gambia,1890,Sub-Saharan Africa,,,,,
Gambia,1900,Sub-Saharan Africa,,,,,
Gambia,1910,Sub-Saharan Africa,,,,,
Gambia,1920,Sub-Saharan Africa,,,,,
Gambia,1930,Sub-Saharan Africa,,,,,
Gambia,1940,Sub-Saharan Africa,,,,,
Gambia,1950,Sub-Saharan Africa,"271,372",466.411137,29.691,5.433565035,2.668768912
Gambia,1960,Sub-Saharan Africa,"372,625",554.1752343,32.035,5.571271989,2.743647114
Gambia,1970,Sub-Saharan Africa,"458,663",674.9260176,37.824,5.661493707,2.82925617
Gambia,1980,Sub-Saharan Africa,"629,786",797.7098589,46.293,5.799193002,2.90184496
Gambia,1990,Sub-Saharan Africa,"966,151",673.8783293,52.145,5.985045008,2.82858149
Gambia,2000,Sub-Saharan Africa,"1,297,084",687.1499679,55.115,6.112968102,2.837051531
Gambia,2010,Sub-Saharan Africa,"1,728,394",793.6184343,58.109,6.23764275,2.899611747
Kazakhstan,1800,Europe & Central Asia,"2,041,282",672.0210964,26.2,6.309903006,2.827382907
Kazakhstan,1810,Europe & Central Asia,,,,,
Kazakhstan,1820,Europe & Central Asia,"2,041,282",686.1729917,,6.309903006,2.83643362
Kazakhstan,1830,Europe & Central Asia,,,,,
Kazakhstan,1840,Europe & Central Asia,,,,,
Kazakhstan,1850,Europe & Central Asia,,,,,
Kazakhstan,1860,Europe & Central Asia,,,,,
Kazakhstan,1870,Europe & Central Asia,,,,,
Kazakhstan,1880,Europe & Central Asia,,,,,
Kazakhstan,1890,Europe & Central Asia,,1035.686547,,,3.015228335
Kazakhstan,1900,Europe & Central Asia,,1429.418622,28.1,,3.155159436
Kazakhstan,1910,Europe & Central Asia,,1612.019005,30.6,,3.207370158
Kazakhstan,1920,Europe & Central Asia,,687.2771583,,,2.83713191
Kazakhstan,1930,Europe & Central Asia,,1731.675826,,,3.238466594
Kazakhstan,1940,Europe & Central Asia,,2562.857118,,,3.408724394
Kazakhstan,1950,Europe & Central Asia,"6,702,996",3397.127587,54.17,6.82626896,3.531111858
Kazakhstan,1960,Europe & Central Asia,"9,995,997",4716.879385,58.422,6.999826117,3.673654771
Kazakhstan,1970,Europe & Central Asia,"13,109,992",6665.24766,62.542,7.117602427,3.823816291
Kazakhstan,1980,Europe & Central Asia,"14,918,991",7220.235536,65.068,7.173739452,3.858551365
Kazakhstan,1990,Europe & Central Asia,"16,530,000",7085.497707,66.777,7.218272854,3.850370362
Kazakhstan,2000,Europe & Central Asia,"14,956,694",5366.02455,63.513,7.174835608,3.729652655
Kazakhstan,2010,Europe & Central Asia,"16,026,367",11040.26145,66.108,7.204835084,4.042979358
Poland,1800,Europe & Central Asia,"9,508,747",1198.388134,35.9,6.978123292,3.0785975
Poland,1810,Europe & Central Asia,,1243.578314,,,3.09467314
Poland,1820,Europe & Central Asia,"10,426,000",1290.472576,,7.018117721,3.11074878
Poland,1830,Europe & Central Asia,,1331.988462,,,3.124500463
Poland,1840,Europe & Central Asia,,1374.839958,,,3.138252146
Poland,1850,Europe & Central Asia,"13,000,000",1419.070033,,7.113943352,3.152003829
Poland,1860,Europe & Central Asia,,1464.723037,,,3.165755512
Poland,1870,Europe & Central Asia,"16,865,000",1511.844747,,7.226986346,3.179507195
Poland,1880,Europe & Central Asia,,1761.373749,,,3.245851519
Poland,1890,Europe & Central Asia,"22,854,000",2052.087353,,7.358962223,3.312195844
Poland,1900,Europe & Central Asia,"24,750,000",2454.794653,,7.393575203,3.390015169
Poland,1910,Europe & Central Asia,"26,644,000",2700.891794,,7.425599425,3.431507185
Poland,1920,Europe & Central Asia,"23,968,000",3029.186283,,7.379631796,3.481325982
Poland,1930,Europe & Central Asia,"28,204,000",3187.21176,,7.450310706,3.503410919
Poland,1940,Europe & Central Asia,"30,021,000",3174.547529,,7.477425155,3.501681834
Poland,1950,Europe & Central Asia,"24,824,013",3910.5593,59.045,7.39487199,3.592238876
Poland,1960,Europe & Central Asia,"29,033,001",5137.593634,67.86,7.462891929,3.71075975
Poland,1970,Europe & Central Asia,"32,529,022",7076.38633,69.87,7.512271006,3.849811535
Poland,1980,Europe & Central Asia,"35,577,214",9173.321647,70.28,7.551171936,3.962526622
Poland,1990,Europe & Central Asia,"38,056,174",8172.110085,70.75,7.580425124,3.912334208
Poland,2000,Europe & Central Asia,"38,302,444",11680.79102,73.91,7.583226486,4.067472254
Poland,2010,Europe & Central Asia,"38,276,660",17089.72163,75.902,7.582934034,4.232734989
Mauritania,1800,Sub-Saharan Africa,"382,696",374.3828021,32,5.582853923,2.57331589
Mauritania,1810,Sub-Saharan Africa,,,,,
Mauritania,1820,Sub-Saharan Africa,"382,696",374.3828021,,5.582853923,2.57331589
Mauritania,1830,Sub-Saharan Africa,,,,,
Mauritania,1840,Sub-Saharan Africa,,,,,
Mauritania,1850,Sub-Saharan Africa,,,,,
Mauritania,1860,Sub-Saharan Africa,,,,,
Mauritania,1870,Sub-Saharan Africa,,,,,
Mauritania,1880,Sub-Saharan Africa,,,,,
Mauritania,1890,Sub-Saharan Africa,,,,,
Mauritania,1900,Sub-Saharan Africa,,,,,
Mauritania,1910,Sub-Saharan Africa,,,,,
Mauritania,1920,Sub-Saharan Africa,,,,,
Mauritania,1930,Sub-Saharan Africa,,,,,
Mauritania,1940,Sub-Saharan Africa,,,,,
Mauritania,1950,Sub-Saharan Africa,"657,182",702.9300201,37.445,5.81768566,2.846912091
Mauritania,1960,Sub-Saharan Africa,"854,167",946.3841346,43.488,5.931542789,2.976067451
Mauritania,1970,Sub-Saharan Africa,"1,133,539",1604.039712,49.13,6.054436467,3.205215116
Mauritania,1980,Sub-Saharan Africa,"1,517,817",1524.948048,54.28,6.181219413,3.183255048
Mauritania,1990,Sub-Saharan Africa,"1,995,548",1393.458697,58.441,6.300062179,3.1440941
Mauritania,2000,Sub-Saharan Africa,"2,642,743",1540.841954,59.729,6.422054931,3.187758095
Mauritania,2010,Sub-Saharan Africa,"3,459,773",1801.646396,61.064,6.539047605,3.255669557
Kyrgyzstan,1800,Europe & Central Asia,"530,343",379.8734605,33.9,5.724556841,2.579638953
Kyrgyzstan,1810,Europe & Central Asia,,,,,
Kyrgyzstan,1820,Europe & Central Asia,"530,343",387.8731044,,5.724556841,2.588689666
Kyrgyzstan,1830,Europe & Central Asia,,,,,
Kyrgyzstan,1840,Europe & Central Asia,,,,,
Kyrgyzstan,1850,Europe & Central Asia,,,,,
Kyrgyzstan,1860,Europe & Central Asia,,,,,
Kyrgyzstan,1870,Europe & Central Asia,,,,,
Kyrgyzstan,1880,Europe & Central Asia,,,,,
Kyrgyzstan,1890,Europe & Central Asia,,,,,
Kyrgyzstan,1900,Europe & Central Asia,,,34.5,,
Kyrgyzstan,1910,Europe & Central Asia,,,,,
Kyrgyzstan,1920,Europe & Central Asia,,,,,
Kyrgyzstan,1930,Europe & Central Asia,,,40.9,,
Kyrgyzstan,1940,Europe & Central Asia,,,,,
Kyrgyzstan,1950,Europe & Central Asia,"1,740,000",1694.210586,51.911,6.240549248,3.228967391
Kyrgyzstan,1960,Europe & Central Asia,"2,172,500",,56.225,6.336959785,
Kyrgyzstan,1970,Europe & Central Asia,"2,964,499",,60.499,6.471951308,
Kyrgyzstan,1980,Europe & Central Asia,"3,627,499",,63.155,6.559607301,
Kyrgyzstan,1990,Europe & Central Asia,"4,394,502",2539.186647,66.342,6.642909666,3.404694626
Kyrgyzstan,2000,Europe & Central Asia,"4,954,850",1527.822309,66.232,6.695030511,3.184072847
Kyrgyzstan,2010,Europe & Central Asia,"5,334,223",2018.144688,67.054,6.727071168,3.304952299
Trinidad and Tobago,1800,America,"60,000",774.2106984,32.9,4.77815125,2.888859168
Trinidad and Tobago,1810,America,,,,,
Trinidad and Tobago,1820,America,"60,000",774.2106984,,4.77815125,2.888859168
Trinidad and Tobago,1830,America,,,,,
Trinidad and Tobago,1840,America,,,,,
Trinidad and Tobago,1850,America,"80,000",,,4.903089987,
Trinidad and Tobago,1860,America,,,,,
Trinidad and Tobago,1870,America,"124,000",,,5.093421685,
Trinidad and Tobago,1880,America,,,,,
Trinidad and Tobago,1890,America,,,,,
Trinidad and Tobago,1900,America,"268,000",,,5.428134794,
Trinidad and Tobago,1910,America,"331,000",,,5.519827994,
Trinidad and Tobago,1920,America,"389,000",,,5.589949601,
Trinidad and Tobago,1930,America,"405,000",,,5.607455023,
Trinidad and Tobago,1940,America,"476,000",,,5.677606953,
Trinidad and Tobago,1950,America,"635,999",2818.801129,56.89,5.803456433,3.450064437
Trinidad and Tobago,1960,America,"841,210",4795.859286,62.625,5.924904427,3.680866432
